smi,name,subclass,T_C,tmax,log_tmax,k_f,k_d,censored,model,q_C,d_LiC,%Vbur,BDE,Gsolv,HOMO,eta,fukui,B1,B5,L,vol,dipole,q_Li
[Li]c1c(C)sc(-c2ccccc2)c1C,"3-lithio-2,4-dimethyl-5-phenylthiophene",o-ArLi,-48.0,1.5540638650666003,0.1914688623903043,4.04949,,True,formation_only,-0.2626,1.9007,0.2885,434.7000000000001,-79.06,-8.98,2.9220000000000006,-0.057,2.21,6.6886,4.1207,212.4,7.763,0.4156
[Li]c1c(C)sc(-c2ccccc2)c1C,"3-lithio-2,4-dimethyl-5-phenylthiophene",o-ArLi,-28.0,0.5505024800221262,-0.2592407201845122,13.6214,,True,formation_only,-0.2626,1.9007,0.2885,434.7000000000001,-79.06,-8.98,2.9220000000000006,-0.057,2.21,6.6886,4.1207,212.4,7.763,0.4156
[Li]c1c(C)sc(-c2ccccc2)c1C,"3-lithio-2,4-dimethyl-5-phenylthiophene",o-ArLi,0.0,0.17738080101294207,-0.7510933882548997,49.5367,,True,formation_only,-0.2626,1.9007,0.2885,434.7000000000001,-79.06,-8.98,2.9220000000000006,-0.057,2.21,6.6886,4.1207,212.4,7.763,0.4156
[Li]c1c(C)sc(-c2ccccc2)c1C,"3-lithio-2,4-dimethyl-5-phenylthiophene",o-ArLi,24.0,0.07667304158927692,-1.1153573081114694,126.856,,True,formation_only,-0.2626,1.9007,0.2885,434.7000000000001,-79.06,-8.98,2.9220000000000006,-0.057,2.21,6.6886,4.1207,212.4,7.763,0.4156
[Li]c1c(C)sc2ccccc12,3-lithio-2-methylbenzothiophene,o-ArLi,-48.0,0.00038260702133682123,-3.417247064366597,40489.6,,True,formation_only,-0.257,1.8887,0.2978,444.5,-68.92,-9.195,3.2090000000000005,-0.0696,1.8798,6.2543,4.1087,167.58,6.635,0.4283
[Li]c1c(C)sc2ccccc12,3-lithio-2-methylbenzothiophene,o-ArLi,-28.0,0.00014373637911041208,-3.8424332997337194,115043.0,,True,formation_only,-0.257,1.8887,0.2978,444.5,-68.92,-9.195,3.2090000000000005,-0.0696,1.8798,6.2543,4.1087,167.58,6.635,0.4283
[Li]c1c(C)sc2ccccc12,3-lithio-2-methylbenzothiophene,o-ArLi,0.0,0.203239,-0.6919929506223518,19.7789,0.383973,False,competing,-0.257,1.8887,0.2978,444.5,-68.92,-9.195,3.2090000000000005,-0.0696,1.8798,6.2543,4.1087,167.58,6.635,0.4283
[Li]c1c(C)sc2ccccc12,3-lithio-2-methylbenzothiophene,o-ArLi,24.0,0.0535304,-1.271399511386908,56.8736,3.21748,False,competing,-0.257,1.8887,0.2978,444.5,-68.92,-9.195,3.2090000000000005,-0.0696,1.8798,6.2543,4.1087,167.58,6.635,0.4283
[Li]c1cc(-c2ccccc2)sc1C,3-lithio-2-methyl-5-phenylthiophene,o-ArLi,-48.0,0.29546182619156314,-0.5294986222118208,27.7855,,True,formation_only,-0.2532,1.8999,0.2531,434.4,-79.94,-9.082,2.8290000000000006,-0.061,1.8497,6.2496,4.1199,196.0,7.805000000000001,0.4182
[Li]c1cc(-c2ccccc2)sc1C,3-lithio-2-methyl-5-phenylthiophene,o-ArLi,-28.0,0.12536858767470932,-0.9018112666032928,73.1997,,True,formation_only,-0.2532,1.8999,0.2531,434.4,-79.94,-9.082,2.8290000000000006,-0.061,1.8497,6.2496,4.1199,196.0,7.805000000000001,0.4182
[Li]c1cc(-c2ccccc2)sc1C,3-lithio-2-methyl-5-phenylthiophene,o-ArLi,0.0,0.07677894385376259,-1.1147578661914934,126.661,,True,formation_only,-0.2532,1.8999,0.2531,434.4,-79.94,-9.082,2.8290000000000006,-0.061,1.8497,6.2496,4.1199,196.0,7.805000000000001,0.4182
[Li]c1cc(-c2ccccc2)sc1C,3-lithio-2-methyl-5-phenylthiophene,o-ArLi,24.0,0.06836524433274001,-1.165164629722356,144.139,,True,formation_only,-0.2532,1.8999,0.2531,434.4,-79.94,-9.082,2.8290000000000006,-0.061,1.8497,6.2496,4.1199,196.0,7.805000000000001,0.4182
[Li]c1cc(Br)cc(Br)c1,"3,5-dibromophenyllithium",m+p ArLi,0.0,0.44588,-0.35078200754372857,9.87069,0.128167,False,competing,-0.2274,1.9204,0.229,438.2000000000001,-77.2,-9.757,3.308,-0.1049,1.8501,4.6858,4.1404,157.66,10.2,0.4687
[Li]c1ccc(-c2ccc(Br)cc2)cc1,"monolithiated 4,4'-dibromobiphenyl",o-ArLi,-78.0,1.418012314989671,0.1516800025740114,4.51385,,True,formation_only,-0.2294,1.9059,0.2298,410.9,-83.58,-8.9,2.407,-0.0945,2.1116,3.2391,4.1259,209.25,10.947,0.413
[Li]c1ccc(-c2ccc(Br)cc2)cc1,"monolithiated 4,4'-dibromobiphenyl",o-ArLi,-48.0,0.37397308706805793,-0.4271596506294449,21.2349,,True,formation_only,-0.2294,1.9059,0.2298,410.9,-83.58,-8.9,2.407,-0.0945,2.1116,3.2391,4.1259,209.25,10.947,0.413
[Li]c1ccc(-c2ccc(Br)cc2)cc1,"monolithiated 4,4'-dibromobiphenyl",o-ArLi,0.0,0.01122651890490082,-1.9497548879735696,1055.02,,True,formation_only,-0.2294,1.9059,0.2298,410.9,-83.58,-8.9,2.407,-0.0945,2.1116,3.2391,4.1259,209.25,10.947,0.413
[Li]c1ccc(-c2ccc(Br)cc2)cc1,"monolithiated 4,4'-dibromobiphenyl",o-ArLi,24.0,0.13712747811965517,-0.8628755109288677,66.1892,,True,formation_only,-0.2294,1.9059,0.2298,410.9,-83.58,-8.9,2.407,-0.0945,2.1116,3.2391,4.1259,209.25,10.947,0.413
[Li]c1ccc(Br)cc1,p-bromophenyllithium,m+p ArLi,-78.0,3.651229755513224,0.562439162013576,1.44586,,True,formation_only,-0.2311,1.9095,0.2295,420.9,-68.68,-9.158,3.252,-0.1157,1.85,3.2403,4.1295,137.58,10.151,0.4279
[Li]c1ccc(Br)cc1,p-bromophenyllithium,m+p ArLi,-60.0,0.7995376154290388,-0.09716109941120461,8.84034,,True,formation_only,-0.2311,1.9095,0.2295,420.9,-68.68,-9.158,3.252,-0.1157,1.85,3.2403,4.1295,137.58,10.151,0.4279
[Li]c1ccc(Br)cc1,p-bromophenyllithium,m+p ArLi,-48.0,0.0001412325054541928,-3.8500653364661086,117215.0,,True,formation_only,-0.2311,1.9095,0.2295,420.9,-68.68,-9.158,3.252,-0.1157,1.85,3.2403,4.1295,137.58,10.151,0.4279
[Li]c1ccc(Br)cc1,p-bromophenyllithium,m+p ArLi,-28.0,0.018634134856997185,-1.7296907658054537,605.855,,True,formation_only,-0.2311,1.9095,0.2295,420.9,-68.68,-9.158,3.252,-0.1157,1.85,3.2403,4.1295,137.58,10.151,0.4279
[Li]c1ccc(Br)cc1,p-bromophenyllithium,m+p ArLi,0.0,0.014553445468584626,-1.8370341770662,794.343,,True,formation_only,-0.2311,1.9095,0.2295,420.9,-68.68,-9.158,3.252,-0.1157,1.85,3.2403,4.1295,137.58,10.151,0.4279
[Li]c1ccc(Br)cc1,p-bromophenyllithium,m+p ArLi,20.0,0.020675094244149254,-1.6845525021081516,540.53,,True,formation_only,-0.2311,1.9095,0.2295,420.9,-68.68,-9.158,3.252,-0.1157,1.85,3.2403,4.1295,137.58,10.151,0.4279
[Li]c1ccc(C#N)cc1,p-cyanophenyllithium,m+p ArLi,-78.0,3.220800859869188,0.5079638734898083,1.68573,,True,formation_only,-0.2239,1.9132,0.2292,419.1,-75.28,-9.157,2.667,-0.1141,1.82,3.2413,4.1332,135.64,10.704,0.4272
[Li]c1ccc(C#N)cc1,p-cyanophenyllithium,m+p ArLi,-58.0,1.1816013113171533,0.07247096427536201,5.59756,,True,formation_only,-0.2239,1.9132,0.2292,419.1,-75.28,-9.157,2.667,-0.1141,1.82,3.2413,4.1332,135.64,10.704,0.4272
[Li]c1ccc(C#N)cc1,p-cyanophenyllithium,m+p ArLi,-48.0,0.2976326204554822,-0.5263194719586811,27.5549,,True,formation_only,-0.2239,1.9132,0.2292,419.1,-75.28,-9.157,2.667,-0.1141,1.82,3.2413,4.1332,135.64,10.704,0.4272
[Li]c1ccc(C#N)cc1,p-cyanophenyllithium,m+p ArLi,-28.0,0.028161331332485422,-1.550346817687427,384.771,,True,formation_only,-0.2239,1.9132,0.2292,419.1,-75.28,-9.157,2.667,-0.1141,1.82,3.2413,4.1332,135.64,10.704,0.4272
[Li]c1ccc(C#N)cc1,p-cyanophenyllithium,m+p ArLi,0.0,0.000104302,-3.981707363858837,136305.0,0.0912416,False,competing,-0.2239,1.9132,0.2292,419.1,-75.28,-9.157,2.667,-0.1141,1.82,3.2413,4.1332,135.64,10.704,0.4272
[Li]c1ccc(C#N)cc1,p-cyanophenyllithium,m+p ArLi,20.0,0.00383619,-2.4160998910978053,2642.59,0.104605,False,competing,-0.2239,1.9132,0.2292,419.1,-75.28,-9.157,2.667,-0.1141,1.82,3.2413,4.1332,135.64,10.704,0.4272
[Li]c1ccc(C(=O)OC(C)(C)C)cc1,tert-butyl p-lithiobenzoate,m+p ArLi,-78.0,0.07156696811916109,-1.1452873809558055,136.979,,True,formation_only,-0.2235,1.907,0.2299,411.6,-95.56,-8.885,2.486999999999999,-0.0964,2.4115,4.4076,4.127,214.23,7.527,0.421
[Li]c1ccc(C(=O)OC(C)(C)C)cc1,tert-butyl p-lithiobenzoate,m+p ArLi,-58.0,0.07515588725086274,-1.1240369937807508,129.713,,True,formation_only,-0.2235,1.907,0.2299,411.6,-95.56,-8.885,2.486999999999999,-0.0964,2.4115,4.4076,4.127,214.23,7.527,0.421
[Li]c1ccc(C(=O)OC(C)(C)C)cc1,tert-butyl p-lithiobenzoate,m+p ArLi,-48.0,0.05570316523214534,-1.2541201261225348,180.989,,True,formation_only,-0.2235,1.907,0.2299,411.6,-95.56,-8.885,2.486999999999999,-0.0964,2.4115,4.4076,4.127,214.23,7.527,0.421
[Li]c1ccc(C(=O)OC(C)(C)C)cc1,tert-butyl p-lithiobenzoate,m+p ArLi,-28.0,0.00562081,-2.2502010948967417,2054.8,0.0198092,False,competing,-0.2235,1.907,0.2299,411.6,-95.56,-8.885,2.486999999999999,-0.0964,2.4115,4.4076,4.127,214.23,7.527,0.421
[Li]c1ccc(C(=O)OC(C)(C)C)cc1,tert-butyl p-lithiobenzoate,m+p ArLi,0.0,0.000471918,-3.326133457385621,25877.6,0.128615,False,competing,-0.2235,1.907,0.2299,411.6,-95.56,-8.885,2.486999999999999,-0.0964,2.4115,4.4076,4.127,214.23,7.527,0.421
[Li]c1ccc(C(=O)OC(C)(C)C)cc1,tert-butyl p-lithiobenzoate,m+p ArLi,20.0,0.0021172,-2.6742381146807697,3648.4,1.61784,False,competing,-0.2235,1.907,0.2299,411.6,-95.56,-8.885,2.486999999999999,-0.0964,2.4115,4.4076,4.127,214.23,7.527,0.421
[Li]c1ccc(C(=O)OC(C)C)cc1,isopropyl p-lithiobenzoate,m+p ArLi,-78.0,0.00012242510092484572,-3.912129529285766,136464.0,,True,formation_only,-0.2231,1.9067,0.2299,412.7000000000001,-94.33,-8.923,2.4669999999999996,-0.102,1.9444,4.3915,4.1267,197.34,7.785,0.423
[Li]c1ccc(C(=O)OC(C)C)cc1,isopropyl p-lithiobenzoate,m+p ArLi,-58.0,0.00520634,-2.2834674737023364,1954.54,0.0744456,False,competing,-0.2231,1.9067,0.2299,412.7000000000001,-94.33,-8.923,2.4669999999999996,-0.102,1.9444,4.3915,4.1267,197.34,7.785,0.423
[Li]c1ccc(C(=O)OC(C)C)cc1,isopropyl p-lithiobenzoate,m+p ArLi,-48.0,0.00243522,-2.613461798116662,4125.79,0.17875,False,competing,-0.2231,1.9067,0.2299,412.7000000000001,-94.33,-8.923,2.4669999999999996,-0.102,1.9444,4.3915,4.1267,197.34,7.785,0.423
[Li]c1ccc(C(=O)OC(C)C)cc1,isopropyl p-lithiobenzoate,m+p ArLi,-28.0,0.00323563,-2.4900411465608427,2200.65,1.78929,False,competing,-0.2231,1.9067,0.2299,412.7000000000001,-94.33,-8.923,2.4669999999999996,-0.102,1.9444,4.3915,4.1267,197.34,7.785,0.423
[Li]c1ccc(C(=O)OC(C)C)cc1,isopropyl p-lithiobenzoate,m+p ArLi,0.0,0.00150865,-2.8214115029012268,4449.47,5.45253,False,competing,-0.2231,1.9067,0.2299,412.7000000000001,-94.33,-8.923,2.4669999999999996,-0.102,1.9444,4.3915,4.1267,197.34,7.785,0.423
[Li]c1ccc(C(=O)OC)cc1,methyl p-lithiobenzoate,m+p ArLi,-78.0,0.00104931,-2.979096188259998,12049.3,0.0389065,False,competing,-0.2226,1.9047,0.2302,414.0,-85.78,-8.971,2.4299999999999997,-0.1073,1.8797,3.3171,4.1247,163.24,7.987,0.4254
[Li]c1ccc(C(=O)OC)cc1,methyl p-lithiobenzoate,m+p ArLi,-58.0,0.000356591,-3.4478296221804676,29958.7,0.687159,False,competing,-0.2226,1.9047,0.2302,414.0,-85.78,-8.971,2.4299999999999997,-0.1073,1.8797,3.3171,4.1247,163.24,7.987,0.4254
[Li]c1ccc(C(=O)OC)cc1,methyl p-lithiobenzoate,m+p ArLi,-48.0,0.00118877,-2.9249021633739227,7047.97,1.62251,False,competing,-0.2226,1.9047,0.2302,414.0,-85.78,-8.971,2.4299999999999997,-0.1073,1.8797,3.3171,4.1247,163.24,7.987,0.4254
[Li]c1ccc(C(=O)OC)cc1,methyl p-lithiobenzoate,m+p ArLi,-28.0,0.0173867,-1.7597828393768078,198.283,7.14516,False,competing,-0.2226,1.9047,0.2302,414.0,-85.78,-8.971,2.4299999999999997,-0.1073,1.8797,3.3171,4.1247,163.24,7.987,0.4254
[Li]c1ccc(C(=O)OC)cc1,methyl p-lithiobenzoate,m+p ArLi,0.0,0.0004328895879520918,-3.363622859900248,35481.5,,True,formation_only,-0.2226,1.9047,0.2302,414.0,-85.78,-8.971,2.4299999999999997,-0.1073,1.8797,3.3171,4.1247,163.24,7.987,0.4254
[Li]c1ccc(C(=O)OCC)cc1,ethyl p-lithiobenzoate,m+p ArLi,-78.0,0.05735500278009193,-1.2414286948502542,175.211,,True,formation_only,-0.2228,1.9065,0.2301,413.2000000000001,-89.24,-8.947000000000001,2.4430000000000014,-0.1035,1.82,3.8095,4.1265,180.37,7.86,0.4242
[Li]c1ccc(C(=O)OCC)cc1,ethyl p-lithiobenzoate,m+p ArLi,-58.0,0.00118703,-2.9255383049124553,8907.79,0.227891,False,competing,-0.2228,1.9065,0.2301,413.2000000000001,-89.24,-8.947000000000001,2.4430000000000014,-0.1035,1.82,3.8095,4.1265,180.37,7.86,0.4242
[Li]c1ccc(C(=O)OCC)cc1,ethyl p-lithiobenzoate,m+p ArLi,-48.0,0.00338534,-2.470397707271711,2425.5,0.660268,False,competing,-0.2228,1.9065,0.2301,413.2000000000001,-89.24,-8.947000000000001,2.4430000000000014,-0.1035,1.82,3.8095,4.1265,180.37,7.86,0.4242
[Li]c1ccc(C(=O)OCC)cc1,ethyl p-lithiobenzoate,m+p ArLi,-28.0,0.0185163,-1.7324457914186553,205.965,4.9843,False,competing,-0.2228,1.9065,0.2301,413.2000000000001,-89.24,-8.947000000000001,2.4430000000000014,-0.1035,1.82,3.8095,4.1265,180.37,7.86,0.4242
[Li]c1ccc(C(=O)OCC)cc1,ethyl p-lithiobenzoate,m+p ArLi,0.0,0.00113567,-2.944747846441352,4997.13,17.4854,False,competing,-0.2228,1.9065,0.2301,413.2000000000001,-89.24,-8.947000000000001,2.4430000000000014,-0.1035,1.82,3.8095,4.1265,180.37,7.86,0.4242
[Li]c1ccc(OC)cc1,p-Anisyllithium,m+p ArLi,-78.0,4.658572704438962,0.6682528777342047,1.07029,,True,formation_only,-0.2409,1.8984,0.2304,407.4,-68.87,-8.577,3.157,-0.116,1.8282,3.2845,4.1184,143.17,5.775,0.4014
[Li]c1ccc(OC)cc1,p-Anisyllithium,m+p ArLi,-68.0,3.00586803905613,0.4779699106595003,1.83372,,True,formation_only,-0.2409,1.8984,0.2304,407.4,-68.87,-8.577,3.157,-0.116,1.8282,3.2845,4.1184,143.17,5.775,0.4014
[Li]c1ccc(OC)cc1,p-Anisyllithium,m+p ArLi,-58.0,2.447029390138377,0.38863918549329635,2.35259,,True,formation_only,-0.2409,1.8984,0.2304,407.4,-68.87,-8.577,3.157,-0.116,1.8282,3.2845,4.1184,143.17,5.775,0.4014
[Li]c1ccc(OC)cc1,p-Anisyllithium,m+p ArLi,-48.0,1.2647274686984862,0.10199695113094727,5.16684,,True,formation_only,-0.2409,1.8984,0.2304,407.4,-68.87,-8.577,3.157,-0.116,1.8282,3.2845,4.1184,143.17,5.775,0.4014
[Li]c1ccc(OC)cc1,p-Anisyllithium,m+p ArLi,-38.0,1.1060023565820507,0.043756052329882375,6.04992,,True,formation_only,-0.2409,1.8984,0.2304,407.4,-68.87,-8.577,3.157,-0.116,1.8282,3.2845,4.1184,143.17,5.775,0.4014
[Li]c1ccc(OC)cc1,p-Anisyllithium,m+p ArLi,-28.0,0.8997479422033651,-0.04587913794067539,7.70361,,True,formation_only,-0.2409,1.8984,0.2304,407.4,-68.87,-8.577,3.157,-0.116,1.8282,3.2845,4.1184,143.17,5.775,0.4014
[Li]c1ccc(OC)cc1,p-Anisyllithium,m+p ArLi,-18.0,0.6940351830855056,-0.1586185130716711,10.4199,,True,formation_only,-0.2409,1.8984,0.2304,407.4,-68.87,-8.577,3.157,-0.116,1.8282,3.2845,4.1184,143.17,5.775,0.4014
[Li]c1ccc(OC)cc1,p-Anisyllithium,m+p ArLi,0.0,0.46123520688993613,-0.33607754965477327,16.6977,,True,formation_only,-0.2409,1.8984,0.2304,407.4,-68.87,-8.577,3.157,-0.116,1.8282,3.2845,4.1184,143.17,5.775,0.4014
[Li]c1ccc(OC)cc1,p-Anisyllithium,m+p ArLi,24.0,0.5215101374510841,-0.28273724505859044,14.4978,,True,formation_only,-0.2409,1.8984,0.2304,407.4,-68.87,-8.577,3.157,-0.116,1.8282,3.2845,4.1184,143.17,5.775,0.4014
[Li]c1ccc([N+](=O)[O-])cc1,p-nitrophenyllithium,m+p ArLi,-78.0,0.1036301661652121,-0.9845138054779213,90.6124,,True,formation_only,-0.2167,1.9221,0.2285,434.6,-85.23,-9.584,1.657,-0.1171,1.82,3.2439,4.1421,142.69,12.377,0.4503
[Li]c1ccc([N+](=O)[O-])cc1,p-nitrophenyllithium,m+p ArLi,-58.0,0.228044,-0.6419813498697472,36.3133,0.00921657,False,competing,-0.2167,1.9221,0.2285,434.6,-85.23,-9.584,1.657,-0.1171,1.82,3.2439,4.1421,142.69,12.377,0.4503
[Li]c1ccc([N+](=O)[O-])cc1,p-nitrophenyllithium,m+p ArLi,-48.0,9.73634e-05,-4.011604268637316,161499.0,0.0239492,False,competing,-0.2167,1.9221,0.2285,434.6,-85.23,-9.584,1.657,-0.1171,1.82,3.2439,4.1421,142.69,12.377,0.4503
[Li]c1ccc([N+](=O)[O-])cc1,p-nitrophenyllithium,m+p ArLi,-28.0,0.000724514,-3.1399532181099876,18275.1,0.0324761,False,competing,-0.2167,1.9221,0.2285,434.6,-85.23,-9.584,1.657,-0.1171,1.82,3.2439,4.1421,142.69,12.377,0.4503
[Li]c1ccc([N+](=O)[O-])cc1,p-nitrophenyllithium,m+p ArLi,0.0,9.58089e-05,-4.018594146022114,133403.0,0.375302,False,competing,-0.2167,1.9221,0.2285,434.6,-85.23,-9.584,1.657,-0.1171,1.82,3.2439,4.1421,142.69,12.377,0.4503
[Li]c1cccc(Br)c1,m-bromophenyllithium,m+p ArLi,-78.0,1.9993088509969401,0.3008798886268039,2.99918,,True,formation_only,-0.2293,1.9094,0.2299,420.6,-68.66,-9.177,3.226999999999999,-0.1125,1.82,4.6982,4.1294,137.27,8.948,0.4358
[Li]c1cccc(Br)c1,m-bromophenyllithium,m+p ArLi,-60.0,0.7042980947433125,-0.15224348645302607,10.244,,True,formation_only,-0.2293,1.9094,0.2299,420.6,-68.66,-9.177,3.226999999999999,-0.1125,1.82,4.6982,4.1294,137.27,8.948,0.4358
[Li]c1cccc(Br)c1,m-bromophenyllithium,m+p ArLi,-48.0,0.020078137747729898,-1.6972765705803188,558.203,,True,formation_only,-0.2293,1.9094,0.2299,420.6,-68.66,-9.177,3.226999999999999,-0.1125,1.82,4.6982,4.1294,137.27,8.948,0.4358
[Li]c1cccc(Br)c1,m-bromophenyllithium,m+p ArLi,-28.0,0.08510156534678671,-1.0700624514874517,112.926,,True,formation_only,-0.2293,1.9094,0.2299,420.6,-68.66,-9.177,3.226999999999999,-0.1125,1.82,4.6982,4.1294,137.27,8.948,0.4358
[Li]c1cccc(Br)c1,m-bromophenyllithium,m+p ArLi,0.0,0.10018547549856133,-0.9991952362337764,94.1052,,True,formation_only,-0.2293,1.9094,0.2299,420.6,-68.66,-9.177,3.226999999999999,-0.1125,1.82,4.6982,4.1294,137.27,8.948,0.4358
[Li]c1cccc(Br)c1,m-bromophenyllithium,m+p ArLi,20.0,0.00043072905364361063,-3.3657958331096105,35671.9,,True,formation_only,-0.2293,1.9094,0.2299,420.6,-68.66,-9.177,3.226999999999999,-0.1125,1.82,4.6982,4.1294,137.27,8.948,0.4358
[Li]c1cccc(C#N)c1,m-cyanophenyllithium,m+p ArLi,-78.0,2.5558331973282806,0.407532506824494,2.23221,,True,formation_only,-0.2284,1.9116,0.2296,418.4,-74.72,-9.14,2.6350000000000007,-0.1166,1.82,4.9551,4.1316,135.4,9.332,0.4289
[Li]c1cccc(C#N)c1,m-cyanophenyllithium,m+p ArLi,-58.0,0.6485575644805381,-0.18805147088791954,11.2711,,True,formation_only,-0.2284,1.9116,0.2296,418.4,-74.72,-9.14,2.6350000000000007,-0.1166,1.82,4.9551,4.1316,135.4,9.332,0.4289
[Li]c1cccc(C#N)c1,m-cyanophenyllithium,m+p ArLi,-48.0,0.24630918760740658,-0.6085193881902125,34.1683,,True,formation_only,-0.2284,1.9116,0.2296,418.4,-74.72,-9.14,2.6350000000000007,-0.1166,1.82,4.9551,4.1316,135.4,9.332,0.4289
[Li]c1cccc(C#N)c1,m-cyanophenyllithium,m+p ArLi,-28.0,0.03048050819656625,-1.5159777963506613,352.634,,True,formation_only,-0.2284,1.9116,0.2296,418.4,-74.72,-9.14,2.6350000000000007,-0.1166,1.82,4.9551,4.1316,135.4,9.332,0.4289
[Li]c1cccc(C#N)c1,m-cyanophenyllithium,m+p ArLi,0.0,0.0377875,-1.4226518398141266,210.113,0.0750825,False,competing,-0.2284,1.9116,0.2296,418.4,-74.72,-9.14,2.6350000000000007,-0.1166,1.82,4.9551,4.1316,135.4,9.332,0.4289
[Li]c1cccc(C#N)c1,m-cyanophenyllithium,m+p ArLi,20.0,0.00376322,-2.4244403918334276,2750.37,0.0879969,False,competing,-0.2284,1.9116,0.2296,418.4,-74.72,-9.14,2.6350000000000007,-0.1166,1.82,4.9551,4.1316,135.4,9.332,0.4289
[Li]c1cccc(C(=O)OC(C)(C)C)c1,tert-butyl m-lithiobenzoate,m+p ArLi,-78.0,0.09843905418774355,-1.006832567693912,95.9744,,True,formation_only,-0.2296,1.9065,0.23,409.5,-95.12,-8.837,2.42,-0.1016,2.005,7.903,4.1265,214.28,8.359,0.4191
[Li]c1cccc(C(=O)OC(C)(C)C)c1,tert-butyl m-lithiobenzoate,m+p ArLi,-58.0,0.0847807557737395,-1.0717027162544497,113.403,,True,formation_only,-0.2296,1.9065,0.23,409.5,-95.12,-8.837,2.42,-0.1016,2.005,7.903,4.1265,214.28,8.359,0.4191
[Li]c1cccc(C(=O)OC(C)(C)C)c1,tert-butyl m-lithiobenzoate,m+p ArLi,-48.0,9.912465816221897e-05,-4.003818297364307,170806.0,,True,formation_only,-0.2296,1.9065,0.23,409.5,-95.12,-8.837,2.42,-0.1016,2.005,7.903,4.1265,214.28,8.359,0.4191
[Li]c1cccc(C(=O)OC(C)(C)C)c1,tert-butyl m-lithiobenzoate,m+p ArLi,-28.0,0.0429556,-1.3669802103993958,201.924,0.0345832,False,competing,-0.2296,1.9065,0.23,409.5,-95.12,-8.837,2.42,-0.1016,2.005,7.903,4.1265,214.28,8.359,0.4191
[Li]c1cccc(C(=O)OC(C)(C)C)c1,tert-butyl m-lithiobenzoate,m+p ArLi,0.0,0.000156814,-3.8046151670895347,83254.1,0.178042,False,competing,-0.2296,1.9065,0.23,409.5,-95.12,-8.837,2.42,-0.1016,2.005,7.903,4.1265,214.28,8.359,0.4191
[Li]c1cccc(C(=O)OC(C)(C)C)c1,tert-butyl m-lithiobenzoate,m+p ArLi,20.0,0.00366145,-2.4363468921217937,2090.76,0.993715,False,competing,-0.2296,1.9065,0.23,409.5,-95.12,-8.837,2.42,-0.1016,2.005,7.903,4.1265,214.28,8.359,0.4191
[Li]c1cccc(C(=O)OC(C)C)c1,isopropyl m-lithiobenzoate,m+p ArLi,-78.0,0.000196784,-3.7060102158345236,68915.8,0.0888456,False,competing,-0.2294,1.9071,0.2301,410.7000000000001,-93.78,-8.875,2.396,-0.1072,1.8401,7.9393,4.1271,197.67,8.546,0.4214
[Li]c1cccc(C(=O)OC(C)C)c1,isopropyl m-lithiobenzoate,m+p ArLi,-58.0,0.0250868,-1.6005547325065967,325.842,0.0920333,False,competing,-0.2294,1.9071,0.2301,410.7000000000001,-93.78,-8.875,2.396,-0.1072,1.8401,7.9393,4.1271,197.67,8.546,0.4214
[Li]c1cccc(C(=O)OC(C)C)c1,isopropyl m-lithiobenzoate,m+p ArLi,-48.0,0.00263501,-2.57921773227816,3789.53,0.174651,False,competing,-0.2294,1.9071,0.2301,410.7000000000001,-93.78,-8.875,2.396,-0.1072,1.8401,7.9393,4.1271,197.67,8.546,0.4214
[Li]c1cccc(C(=O)OC(C)C)c1,isopropyl m-lithiobenzoate,m+p ArLi,-28.0,0.00300414,-2.5222798320504576,2401.8,1.7753,False,competing,-0.2294,1.9071,0.2301,410.7000000000001,-93.78,-8.875,2.396,-0.1072,1.8401,7.9393,4.1271,197.67,8.546,0.4214
[Li]c1cccc(C(=O)OC(C)C)c1,isopropyl m-lithiobenzoate,m+p ArLi,0.0,0.00164706,-2.783290579825821,4148.73,4.50312,False,competing,-0.2294,1.9071,0.2301,410.7000000000001,-93.78,-8.875,2.396,-0.1072,1.8401,7.9393,4.1271,197.67,8.546,0.4214
[Li]c1cccc(C(=O)OC)c1,methyl m-lithiobenzoate,m+p ArLi,-78.0,0.0310419,-1.5080517044801478,282.522,0.0439406,False,competing,-0.2292,1.906,0.2299,412.2000000000001,-85.11,-8.924,2.358999999999999,-0.1116,1.82,6.6381,4.126,162.99,8.509,0.4242
[Li]c1cccc(C(=O)OC)c1,methyl m-lithiobenzoate,m+p ArLi,-58.0,0.00284841,-2.545397498208658,2802.82,0.958408,False,competing,-0.2292,1.906,0.2299,412.2000000000001,-85.11,-8.924,2.358999999999999,-0.1116,1.82,6.6381,4.126,162.99,8.509,0.4242
[Li]c1cccc(C(=O)OC)c1,methyl m-lithiobenzoate,m+p ArLi,-48.0,8.421e-05,-4.074636332645898,133278.0,1.78065,False,competing,-0.2292,1.906,0.2299,412.2000000000001,-85.11,-8.924,2.358999999999999,-0.1116,1.82,6.6381,4.126,162.99,8.509,0.4242
[Li]c1cccc(C(=O)OC)c1,methyl m-lithiobenzoate,m+p ArLi,-28.0,0.0333227,-1.4772598167612105,81.3288,6.78312,False,competing,-0.2292,1.906,0.2299,412.2000000000001,-85.11,-8.924,2.358999999999999,-0.1116,1.82,6.6381,4.126,162.99,8.509,0.4242
[Li]c1cccc(C(=O)OC)c1,methyl m-lithiobenzoate,m+p ArLi,0.0,0.0005608699233467816,-3.251137848410431,26891.0,,True,formation_only,-0.2292,1.906,0.2299,412.2000000000001,-85.11,-8.924,2.358999999999999,-0.1116,1.82,6.6381,4.126,162.99,8.509,0.4242
