arli_smiles,arx_smiles,n_reactions,n_cryo,mean_yield,ref_temp_C,stability_label,n_heavy_atoms,HeavyAtomCount,Li_C_degree,Li_C_ewg_neighbors,Li_C_hybridization_sp2,Li_C_hybridization_sp3,Li_C_is_aromatic,Li_neighbor_count,MW,MolLogP,NumAliphaticRings,NumAromaticAtoms,NumAromaticRings,NumBr,NumF,NumHalogens,NumHeteroatoms,NumI,NumLi,NumN,NumO,NumRotatableBonds,TPSA,has_epoxide,has_ester,has_nitrile
[Li]c1ccsc1S(=O)(=O)NC(C)(C)C,CC(C)(C)NS(=O)(=O)c1sccc1Br,2,2,70.5,-78.0,batch_moderate,14,14,3,0,1,0,1,1,225.26399999999998,0.6187,0,5,1,0,0,0,6,0,1,1,2,2,46.17,0,0,0
[Li]c1cnc(OCCOc2ncnc(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)c2-c2ccc(C)cc2)nc1,Cc1ccc(-c2c(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)ncnc2OCCOc2ncc(Br)cn2)cc1,2,2,30.4,-78.0,batch_moderate,38,38,3,0,1,0,1,1,525.5600000000003,3.591920000000002,0,24,4,0,0,0,11,0,1,5,4,9,116.18999999999998,0,0,0
[Li]c1ccc2c(c1)C(=O)CCC2(C)C,CC1(C)CCC(=O)c2cc(Br)ccc21,4,0,62.3,0.0,batch_moderate,14,14,3,0,1,0,1,1,180.17599999999996,1.7345,1,6,1,0,0,0,2,0,1,0,1,0,17.07,0,0,0
[Li]Cc1ccccc1C=C,C=Cc1ccccc1CI,3,3,43.5,-78.0,batch_moderate,10,10,2,0,0,1,0,1,124.11199999999998,1.9981,0,6,1,0,0,0,1,0,1,0,0,2,0.0,0,0,0
[Li]c1cnc2ccccc2c1,Brc1cnc2ccccc2c1,7,1,41.0,-78.0,batch_moderate,11,11,3,0,1,0,1,1,135.09499999999997,1.0286,0,10,2,0,0,0,2,0,1,1,0,0,12.89,0,0,0
[Li]c1cnc(Cl)c(Cl)c1,Clc1cc(I)cnc1Cl,1,0,54.3,-20.0,batch_moderate,9,9,3,0,1,0,1,1,153.925,1.1822000000000001,0,6,1,0,0,2,4,0,1,1,0,0,12.89,0,0,0
[Li]c1cncnc1,Brc1cncnc1,12,1,40.9,-78.0,batch_moderate,7,7,3,0,1,0,1,1,86.02299999999998,-0.7296,0,6,1,0,0,0,3,0,1,2,0,0,25.78,0,0,0
[Li]c1ccc(F)nc1,Fc1ccc(I)cn1,24,13,56.99230769230768,-78.0,batch_moderate,8,8,3,0,1,0,1,1,103.025,0.014500000000000068,0,6,1,0,1,1,3,0,1,1,0,0,12.89,0,0,0
[Li]c1cncc(OCc2ccccc2)c1,Brc1cncc(OCc2ccccc2)c1,1,1,21.7,-78.0,batch_unstable,15,15,3,0,1,0,1,1,191.15900000000002,1.4544,0,12,2,0,0,0,3,0,1,1,1,3,22.12,0,0,0
[Li]c1cncc(Br)c1,Brc1cncc(Br)c1,9,6,56.416666666666664,-67.66666666666667,batch_moderate,8,8,3,0,1,0,1,1,163.93099999999998,0.6379000000000001,0,6,1,1,0,1,3,0,1,1,0,0,12.89,0,0,0
[Li]c1cnc(F)c(C)c1,Cc1cc(I)cnc1F,2,1,77.0,-70.0,batch_moderate,9,9,3,0,1,0,1,1,117.05199999999998,0.32292,0,6,1,0,1,1,3,0,1,1,0,0,12.89,0,0,0
[Li]c1ccc(C)nc1,Cc1ccc(I)cn1,1,0,44.8,-95.0,batch_moderate,8,8,3,0,1,0,1,1,99.062,0.18381999999999998,0,6,1,0,0,0,2,0,1,1,0,0,12.89,0,0,0
[Li]c1cnccc1C,Cc1ccncc1I,8,4,54.55,-78.0,batch_moderate,8,8,3,0,1,0,1,1,99.06199999999998,0.1838200000000001,0,6,1,0,0,0,2,0,1,1,0,0,12.89,0,0,0
[Li]C1(c2ccccc2)C=CC=NC1,BrC1(c2ccccc2)C=CC=NC1,1,0,14.5,-30.0,batch_unstable,13,13,4,0,0,1,0,1,163.14899999999997,1.691,1,6,1,0,0,0,2,0,1,1,0,1,12.36,0,0,0
[Li]c1ccc(OC)cc1CCN(C)C,COc1ccc(I)c(CCN(C)C)c1,1,0,27.0,0.0,batch_unstable,14,14,3,0,1,0,1,1,185.19599999999997,0.5931,0,6,1,0,0,0,3,0,1,1,1,4,12.47,0,0,0
[Li]c1cccnc1,Brc1cccnc1,40,27,58.34814814814815,-73.92592592592592,batch_moderate,7,7,3,0,1,0,1,1,85.035,-0.12459999999999993,0,6,1,0,0,0,2,0,1,1,0,0,12.89,0,0,0
[Li]Cc1cccc(F)c1,Fc1cccc(CBr)c1,4,0,80.3,-11.5,batch_stable,9,9,2,0,0,1,0,1,116.064,1.4942,0,6,1,0,1,1,2,0,1,0,0,1,0.0,0,0,0
[Li]c1sccc1C,Cc1ccsc1Br,19,0,88.3,-40.0,batch_stable,7,7,3,0,1,0,1,1,104.10299999999998,0.85032,0,5,1,0,0,0,2,0,1,0,0,0,0.0,0,0,0
[Li]C1CCCC12C(=O)Nc1ccccc12,O=C1Nc2ccccc2C12CCCC2Br,5,5,63.7,-78.0,batch_moderate,15,15,3,0,0,1,0,1,193.175,2.0174,2,6,1,0,0,0,3,0,1,1,1,0,29.1,0,0,0
[Li]c1ccc(C(=O)OC)cc1,COC(=O)c1ccc(Br)cc1,3,3,41.8,-78.0,batch_moderate,11,11,3,0,1,0,1,1,142.083,0.267,0,6,1,0,0,0,3,0,1,0,2,1,26.3,0,1,0
[Li]c1ccc2nc(NC(=O)NCC)sc2c1OC(C)C,CCNC(=O)Nc1nc2ccc(Br)c(OC(C)C)c2s1,1,0,25.1,0.0,batch_unstable,20,20,3,0,1,0,1,1,285.298,2.0187,0,9,2,0,0,0,7,0,1,3,2,4,63.25,0,0,0
[Li]c1sc(-c2ccc(F)cc2)c(-c2ccncc2)c1Br,Fc1ccc(-c2sc(Br)c(Br)c2-c2ccncc2)cc1,1,1,99.7,-78.0,batch_stable,20,20,3,0,1,0,1,1,340.146,4.172500000000001,0,17,3,1,1,2,5,0,1,1,0,2,12.89,0,0,0
[Li]c1ccc(N(c2ccccc2)c2ccccc2)cc1,Brc1ccc(N(c2ccccc2)c2ccccc2)cc1,11,10,59.53000000000001,-76.2,batch_moderate,20,20,3,0,1,0,1,1,251.25800000000004,3.9502000000000024,0,18,3,0,0,0,2,0,1,1,0,3,3.24,0,0,0
[Li]c1cc(C(=O)OCC)cc2c1OCCN2CCCC,CCCCN1CCOc2c(I)cc(C(=O)OCC)cc21,2,2,71.7,-70.0,batch_moderate,20,20,3,0,1,0,1,1,269.2699999999999,1.656,1,6,1,0,0,0,5,0,1,1,3,5,38.77,0,1,0
[Li]c1cc(C(=O)OC)cc(C(=O)N(CCC)CCC)c1,CCCN(CCC)C(=O)c1cc(I)cc(C(=O)OC)c1,2,0,99.1,0.0,batch_stable,20,20,3,0,1,0,1,1,269.2699999999999,1.5292,0,6,1,0,0,0,5,0,1,1,3,6,46.61000000000001,0,1,0
[Li]c1ccccc1C1(C)OCCO1,CC1(c2ccccc2Br)OCCO1,3,0,35.1,25.0,batch_moderate,13,13,3,0,1,0,1,1,170.13699999999997,0.6999,1,6,1,0,0,0,3,0,1,0,2,1,18.46,0,0,0
[Li]c1c(C)c(OC)c2ccccc2c1OC,COc1c(C)c(Br)c(OC)c2ccccc12,2,0,88.6,0.0,batch_stable,16,16,3,0,1,0,1,1,208.18599999999998,1.95922,0,10,2,0,0,0,3,0,1,0,2,2,18.46,0,0,0
[Li]c1ccc(N)c(F)c1,Nc1ccc(Br)cc1F,25,18,74.76666666666667,-78.0,batch_moderate,9,9,3,0,1,0,1,1,117.052,0.2017000000000001,0,6,1,0,1,1,3,0,1,1,0,0,26.02,0,0,0
[Li]Cc1ccc(OCc2ccccc2)cc1,ICc1ccc(OCc2ccccc2)cc1,4,0,62.9,0.0,batch_moderate,16,16,2,0,0,1,0,1,204.19800000000004,2.934100000000001,0,12,2,0,0,0,2,0,1,0,1,4,9.23,0,0,0
[Li]c1ccccn1,Brc1ccccn1,89,76,45.830263157894734,-77.13157894736842,batch_moderate,7,7,3,1,1,0,1,1,85.03500000000001,-0.12460000000000004,0,6,1,0,0,0,2,0,1,1,0,0,12.89,0,0,0
[Li]c1ccc2[nH]c(C)cc2c1,Cc1cc2cc(Br)ccc2[nH]1,4,3,63.20000000000001,-78.0,batch_moderate,11,11,3,0,1,0,1,1,137.111,1.27012,0,9,2,0,0,0,2,0,1,1,0,0,15.79,0,0,0
[Li]c1ccc2cc[nH]c2c1,Brc1ccc2cc[nH]c2c1,15,11,77.23636363636365,-78.0,batch_moderate,10,10,3,0,1,0,1,1,123.08399999999997,0.9617,0,9,2,0,0,0,2,0,1,1,0,0,15.79,0,0,0
[Li]c1ccc(S(=O)(=O)NC)cc1,CNS(=O)(=O)c1ccc(Br)cc1,11,1,40.4,-78.0,batch_moderate,12,12,3,0,1,0,1,1,177.15400000000002,-0.6115000000000002,0,6,1,0,0,0,5,0,1,1,2,2,46.17,0,0,0
[Li]c1ccc(C2CC2)cc1,Brc1ccc(C2CC2)cc1,5,5,76.34,-76.4,batch_moderate,10,10,3,0,1,0,1,1,124.11199999999998,1.3578000000000001,1,6,1,0,0,0,1,0,1,0,0,1,0.0,0,0,0
[Li]c1ccc(Br)cc1,Brc1ccc(Br)cc1,41,29,64.63206896551723,-77.17241379310344,batch_moderate,8,8,3,0,1,0,1,1,162.943,1.2429,0,6,1,1,0,1,2,0,1,0,0,0,0.0,0,0,0
[Li]c1ccc([Si](C)(C)C)cc1,C[Si](C)(C)c1ccc(Br)cc1,3,3,100.0,-78.0,batch_stable,11,11,3,0,1,0,1,1,156.23,1.0255999999999998,0,6,1,0,0,0,2,0,1,0,0,1,0.0,0,0,0
[Li]c1ccc(Cl)c(CC)c1,CCc1cc(Br)ccc1Cl,1,0,62.3,0.0,batch_moderate,10,10,3,0,1,0,1,1,146.54600000000002,1.6962,0,6,1,0,0,1,2,0,1,0,0,1,0.0,0,0,0
[Li]c1cccc(C2CC2)c1,Brc1cccc(C2CC2)c1,2,2,35.25,-78.0,batch_moderate,10,10,3,0,1,0,1,1,124.112,1.3578000000000001,1,6,1,0,0,0,1,0,1,0,0,1,0.0,0,0,0
[Li]CCOc1ccc(Cl)cc1Cl,Clc1ccc(OCCBr)c(Cl)c1,3,0,5.8,0.0,batch_unstable,12,12,2,0,0,1,0,1,196.98999999999998,2.9590000000000014,0,6,1,0,0,2,4,0,1,0,1,3,9.23,0,0,0
[Li]c1cc(F)cc(Br)c1,Fc1cc(Br)cc(Br)c1,2,2,60.05,-69.0,batch_moderate,9,9,3,0,1,0,1,1,180.933,1.382,0,6,1,1,1,2,3,0,1,0,0,0,0.0,0,0,0
[Li]c1ccoc1,Brc1ccoc1,8,6,66.65,-77.5,batch_moderate,6,6,3,0,1,0,1,1,74.008,0.07340000000000002,0,5,1,0,0,0,2,0,1,0,1,0,13.14,0,0,0
[Li]c1cccc2c1CC(N(CCC)CCC)CC2,CCCN(CCC)C1CCc2cccc(Br)c2C1,13,13,68.90769230769229,-78.0,batch_moderate,18,18,3,0,1,0,1,1,237.31599999999992,2.4597000000000007,1,6,1,0,0,0,2,0,1,1,0,5,3.24,0,0,0
[Li]c1cc(OC)c(OC)c(OC)c1,COc1cc(Br)cc(OC)c1OC,8,6,64.06666666666666,-78.0,batch_moderate,13,13,3,0,1,0,1,1,174.125,0.5061999999999999,0,6,1,0,0,0,4,0,1,0,3,3,27.69,0,0,0
[Li]C(Br)=CC1(C=O)C=CC2=C(C1)C(C)(C)CN(C1CC1)C2,CC1(C)CN(C2CC2)CC2=C1CC(C=O)(C=C(Br)Br)C=C2,12,0,94.36666666666667,-20.0,batch_stable,21,21,3,1,1,0,0,1,342.2060000000002,3.337200000000002,3,0,0,1,0,1,4,0,1,1,1,3,20.310000000000002,0,0,0
[Li]c1cccc2ccccc12,Brc1cccc2ccccc12,12,11,82.53636363636365,-78.0,batch_stable,11,11,3,0,1,0,1,1,134.10699999999997,1.6336,0,10,2,0,0,0,1,0,1,0,0,0,0.0,0,0,0
[Li]c1ccc(F)c(F)c1Br,Fc1ccc(Br)c(Br)c1F,3,3,69.9,-78.0,batch_moderate,10,10,3,0,1,0,1,1,198.923,1.5211000000000001,0,6,1,1,2,3,4,0,1,0,0,0,0.0,0,0,0
[Li]c1c(C)c(Br)c(Br)c(C)c1Br,Cc1c(Br)c(Br)c(C)c(Br)c1Br,3,3,11.199999999999998,-78.0,batch_unstable,12,12,3,0,1,0,1,1,348.789,3.3847400000000016,0,6,1,3,0,3,4,0,1,0,0,0,0.0,0,0,0
[Li]C1CCCC1,BrC1CCCC1,8,0,78.67500000000001,-2.5,batch_moderate,6,6,3,0,0,1,0,1,76.068,1.5173999999999999,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0
[Li]c1ccnc2c1ccn2S(=O)(=O)c1ccccc1,O=S(=O)(c1ccccc1)n1ccc2c(Br)ccnc21,7,7,74.14285714285714,-78.0,batch_moderate,19,19,3,0,1,0,1,1,264.23499999999996,1.0670999999999997,0,15,3,0,0,0,6,0,1,2,2,2,51.96,0,0,0
[Li]c1cccc(Br)n1,Brc1cccc(Br)n1,45,31,59.15806451612904,-74.12903225806451,batch_moderate,8,8,3,1,1,0,1,1,163.931,0.6378999999999999,0,6,1,1,0,1,3,0,1,1,0,0,12.89,0,0,0
[Li]c1cc(NC(C)=O)ccc1C,CC(=O)Nc1ccc(C)c(Br)c1,1,1,10.5,-78.0,batch_unstable,12,12,3,0,1,0,1,1,155.12599999999998,0.74722,0,6,1,0,0,0,3,0,1,1,1,1,29.1,0,0,0
[Li]c1ccc(OC)cc1C(=O)O,COc1ccc(Br)c(C(=O)O)c1,2,2,77.55000000000001,-78.0,batch_moderate,12,12,3,0,1,0,1,1,158.082,0.18719999999999998,0,6,1,0,0,0,4,0,1,0,3,2,46.53,0,1,0
[Li]c1ccc(C(=O)N(CC)CC)cc1,CCN(CC)C(=O)c1ccc(I)cc1,4,4,36.125,-78.0,batch_moderate,14,14,3,0,1,0,1,1,183.17999999999998,0.9623999999999999,0,6,1,0,0,0,3,0,1,1,1,3,20.310000000000002,0,0,0
[Li]c1cccc(CCC=O)c1,O=CCCc1cccc(Br)c1,1,0,50.0,0.0,batch_moderate,11,11,3,0,1,0,1,1,140.11100000000002,0.6119,0,6,1,0,0,0,2,0,1,0,1,3,17.07,0,0,0
[Li]c1ccc(Nc2c(C=O)cc3[nH]cnc3c2F)c(Cl)c1,O=Cc1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl,12,12,68.0,-78.0,batch_moderate,21,21,3,0,1,0,1,1,295.63,2.7053000000000003,0,15,3,0,1,2,7,0,1,3,1,3,57.78,0,0,0
[Li]c1ccccc1C(OC)OC,COC(OC)c1ccccc1Br,1,1,33.6,-78.0,batch_moderate,12,12,3,0,1,0,1,1,158.12599999999998,0.7718,0,6,1,0,0,0,3,0,1,0,2,3,18.46,0,0,0
[Li]c1ccc2c(c1)c1cc3c4cc(Br)ccc4n(C(=O)OC(C)(C)C)c3c(OC(=O)OCC)c1n2C(=O)OC(C)(C)C,CCOC(=O)Oc1c2c(cc3c4cc(Br)ccc4n(C(=O)OC(C)(C)C)c13)c1cc(Br)ccc1n2C(=O)OC(C)(C)C,4,0,89.0,-10.0,batch_stable,42,42,3,0,1,0,1,1,629.4330000000002,7.560400000000006,0,20,5,1,0,1,11,0,1,2,7,2,97.99,0,1,0
[Li]c1ccc(OC)nc1,COc1ccc(Br)cn1,24,19,61.873684210526314,-74.28421052631579,batch_moderate,9,9,3,0,1,0,1,1,115.06099999999999,-0.11599999999999999,0,6,1,0,0,0,3,0,1,1,1,1,22.12,0,0,0
[Li]Cc1ccc(-c2ccccc2-c2nnn(C(C)(C)c3ccccc3)n2)cc1,CC(C)(c1ccccc1)n1nnc(-c2ccccc2-c2ccc(CBr)cc2)n1,1,0,91.1,0.0,batch_stable,28,28,2,0,0,1,0,1,360.39,4.459000000000003,0,23,4,0,0,0,5,0,1,4,0,5,43.6,0,0,0
[Li]CCC1CC1CO[Si](C)(C)C(C)(C)C,CC(C)(C)[Si](C)(C)OCC1CC1CCBr,1,0,82.6,0.0,batch_stable,15,15,2,0,0,1,0,1,220.35799999999998,3.6212000000000026,1,0,0,0,0,0,3,0,1,0,1,5,9.23,0,0,0
[Li]c1ccc(CCl)cn1,ClCc1ccc(Br)nc1,1,0,80.7,-23.0,batch_stable,9,9,3,1,1,0,1,1,133.507,0.6142000000000001,0,6,1,0,0,1,3,0,1,1,0,1,12.89,0,0,0
[Li]c1cnc2c(Cl)ccnc2c1,Clc1ccnc2cc(Br)cnc12,4,4,38.0,-78.0,batch_moderate,12,12,3,0,1,0,1,1,170.528,1.077,0,10,2,0,0,1,4,0,1,2,0,0,25.78,0,0,0
[Li]c1ccc2c(c1)c1ccccc1n2-c1ccccc1,Brc1ccc2c(c1)c1ccccc1n2-c1ccccc1,18,18,79.82222222222222,-80.0,batch_moderate,20,20,3,0,1,0,1,1,249.24200000000002,3.5775000000000023,0,19,4,0,0,0,2,0,1,1,0,1,4.93,0,0,0
[Li]c1cc(-c2ccc(Cl)cc2)ccc1CC,CCc1ccc(-c2ccc(Cl)cc2)cc1Br,8,8,70.5625,-78.0,batch_moderate,16,16,3,0,1,0,1,1,222.64399999999998,3.3632000000000017,0,12,2,0,0,1,2,0,1,0,0,2,0.0,0,0,0
[Li]c1ccc(C2(C)OCCO2)cn1,CC1(c2ccc(Br)nc2)OCCO1,3,3,84.8,-78.0,batch_stable,13,13,3,1,1,0,1,1,171.125,0.09489999999999998,1,6,1,0,0,0,4,0,1,1,2,1,31.35,0,0,0
[Li]c1csc(C(OCC)OCC)c1,CCOC(OCC)c1cc(Br)cs1,8,8,39.7,-78.0,batch_moderate,13,13,3,0,1,0,1,1,192.20899999999997,1.6135000000000002,0,5,1,0,0,0,4,0,1,0,2,5,18.46,0,0,0
[Li]C(Br)=CCC(CC)n1cc(-c2ncnc3c2ccn3COCC[Si](C)(C)C)cn1,CCC(CC=C(Br)Br)n1cc(-c2ncnc3c2ccn3COCC[Si](C)(C)C)cn1,8,8,75.8,-78.0,batch_moderate,30,30,3,1,1,0,0,1,482.4280000000003,5.353100000000005,0,14,3,1,0,1,9,0,1,5,1,10,57.760000000000005,0,0,0
[Li]c1cccc(CCO)c1,OCCc1cccc(Br)c1,1,0,88.0,-20.0,batch_stable,10,10,3,0,1,0,1,1,128.1,0.015200000000000047,0,6,1,0,0,0,2,0,1,0,1,2,20.23,0,0,0
[Li]c1ccc(Cl)cc1,Clc1ccc(I)cc1,16,14,69.62142857142858,-76.71428571428571,batch_moderate,8,8,3,0,1,0,1,1,118.49199999999999,1.1338000000000001,0,6,1,0,0,1,2,0,1,0,0,0,0.0,0,0,0
[Li]c1ccc(-n2c3ccccc3c3ccccc32)cc1,Brc1ccc(-n2c3ccccc3c3ccccc32)cc1,5,5,66.0,-78.0,batch_moderate,20,20,3,0,1,0,1,1,249.24200000000002,3.5775000000000015,0,19,4,0,0,0,2,0,1,1,0,1,4.93,0,0,0
[Li]c1cc(OC)c(OC(C)C)cc1C(C)=O,COc1cc(I)c(C(C)=O)cc1OC(C)C,1,0,20.2,18.0,batch_unstable,16,16,3,0,1,0,1,1,214.18999999999997,1.4788,0,6,1,0,0,0,4,0,1,0,3,4,35.53,0,0,0
[Li]c1ccc(N)cn1,Nc1ccc(Br)nc1,1,1,30.2,-78.0,batch_moderate,8,8,3,1,1,0,1,1,100.05000000000001,-0.5424000000000002,0,6,1,0,0,0,3,0,1,2,0,0,38.91,0,0,0
[Li]c1cnc(Br)c(OCc2ccccc2)c1,Brc1cnc(Br)c(OCc2ccccc2)c1,1,1,61.7,-78.0,batch_moderate,16,16,3,0,1,0,1,1,270.05499999999995,2.2169,0,12,2,1,0,1,4,0,1,1,1,3,22.12,0,0,0
[Li]c1cccnc1F,Fc1ncccc1I,7,3,46.46666666666667,-78.0,batch_moderate,8,8,3,0,1,0,1,1,103.025,0.014500000000000068,0,6,1,0,1,1,3,0,1,1,0,0,12.89,0,0,0
[Li]c1cc(OC)cc(OC)c1,COc1cc(Br)cc(OC)c1,8,7,72.71428571428572,-78.0,batch_moderate,11,11,3,0,1,0,1,1,144.099,0.49759999999999993,0,6,1,0,0,0,3,0,1,0,2,2,18.46,0,0,0
[Li]c1cc(-c2ccc(Cl)cc2)ccc1C,Cc1ccc(-c2ccc(Cl)cc2)cc1Br,7,7,50.699999999999996,-78.0,batch_moderate,15,15,3,0,1,0,1,1,208.617,3.1092200000000014,0,12,2,0,0,1,2,0,1,0,0,1,0.0,0,0,0
[Li]c1ccc(/N=N/N2CCCC2)cc1,Brc1ccc(/N=N/N2CCCC2)cc1,4,4,55.3,-78.0,batch_moderate,14,14,3,0,1,0,1,1,181.168,1.5749,1,6,1,0,0,0,4,0,1,3,0,2,27.96,0,0,0
[Li]c1cc(C)cc(/C(C)=N/c2c(C(C)C)cccc2C(C)C)c1O,C/C(=N\c1c(C(C)C)cccc1C(C)C)c1cc(C)cc(Br)c1O,1,0,29.8,-100.0,batch_unstable,24,24,3,0,1,0,1,1,315.3860000000001,4.881920000000005,0,12,2,0,0,0,3,0,1,1,1,4,32.59,0,0,0
[Li]c1cc(C)cc(/C(=N/c2c(C(C)C)cccc2C(C)C)c2ccccc2)c1O,Cc1cc(Br)c(O)c(/C(=N/c2c(C(C)C)cccc2C(C)C)c2ccccc2)c1,1,0,23.0,-100.0,batch_unstable,29,29,3,0,1,0,1,1,377.4570000000001,5.910320000000007,0,18,3,0,0,0,3,0,1,1,1,5,32.59,0,0,0
[Li]c1ccccc1,Brc1ccccc1,22,19,53.6,-78.3157894736842,batch_moderate,7,7,3,0,1,0,1,1,84.047,0.48040000000000005,0,6,1,0,0,0,1,0,1,0,0,0,0.0,0,0,0
[Li]c1cccc(C(C)=Nc2c(C(C)C)cccc2C(C)C)c1,CC(=Nc1c(C(C)C)cccc1C(C)C)c1cccc(Br)c1,1,1,79.0,-70.0,batch_moderate,22,22,3,0,1,0,1,1,285.36,4.867900000000004,0,12,2,0,0,0,2,0,1,1,0,4,12.36,0,0,0
[Li]c1ccc(C)cc1,Cc1ccc(Br)cc1,11,2,79.95,-79.0,batch_moderate,8,8,3,0,1,0,1,1,98.07399999999998,0.78882,0,6,1,0,0,0,1,0,1,0,0,0,0.0,0,0,0
[Li]c1cc(Cl)ccc1OC,COc1ccc(Cl)cc1Br,6,6,59.75,-70.0,batch_moderate,10,10,3,0,1,0,1,1,148.51799999999997,1.1424,0,6,1,0,0,1,3,0,1,0,1,1,9.23,0,0,0
[Li]c1nccc(C)c1C,Cc1ccnc(Br)c1C,2,0,60.0,-40.0,batch_moderate,9,9,3,1,1,0,1,1,113.089,0.49223999999999984,0,6,1,0,0,0,2,0,1,1,0,0,12.89,0,0,0
[Li]Cc1ccc(CC(=O)O)cc1,O=C(O)Cc1ccc(CBr)cc1,1,1,84.0,-78.0,batch_stable,12,12,2,0,0,1,0,1,156.11,0.9822,0,6,1,0,0,0,3,0,1,0,2,3,37.3,0,1,0
[Li]c1ccc2ccccc2n1,Brc1ccc2ccccc2n1,7,0,51.0,51.42857142857143,batch_moderate,11,11,3,1,1,0,1,1,135.09499999999997,1.0286,0,10,2,0,0,0,2,0,1,1,0,0,12.89,0,0,0
[Li]c1cccc(C=O)c1,O=Cc1cccc(Br)c1,25,24,40.5,-78.0,batch_moderate,9,9,3,0,1,0,1,1,112.05699999999999,0.29290000000000005,0,6,1,0,0,0,2,0,1,0,1,1,17.07,0,0,0
[Li]c1cc2nc(OC)c(OC)nc2c2c1CN(C)CC2,COc1nc2cc(Br)c3c(c2nc1OC)CCN(C)C3,1,1,48.0,-78.0,batch_moderate,20,20,3,0,1,0,1,1,265.24199999999996,0.42869999999999964,1,10,2,0,0,0,6,0,1,3,2,2,47.480000000000004,0,0,0
[Li]c1cccc(CC#N)c1,N#CCc1cccc(Br)c1,1,0,79.9,2.5,batch_moderate,10,10,3,0,1,0,1,1,123.084,0.54648,0,6,1,0,0,0,2,0,1,1,0,1,23.79,0,0,1
[Li]c1cc(F)ccc1C,Cc1ccc(F)cc1Br,5,3,88.3,-78.0,batch_stable,9,9,3,0,1,0,1,1,116.06399999999998,0.92792,0,6,1,0,1,1,2,0,1,0,0,0,0.0,0,0,0
[Li]c1cccc(C#N)c1,N#Cc1cccc(Br)c1,6,5,69.02000000000001,-78.0,batch_moderate,9,9,3,0,1,0,1,1,109.057,0.35207999999999995,0,6,1,0,0,0,2,0,1,1,0,0,23.79,0,0,1
[Li]c1ccccc1CN(C)C,CN(C)Cc1ccccc1Br,1,1,61.5,-70.0,batch_moderate,11,11,3,0,1,0,1,1,141.143,0.542,0,6,1,0,0,0,2,0,1,1,0,2,3.24,0,0,0
[Li]c1ccccc1CCN(C)C,CN(C)CCc1ccccc1Br,1,1,76.6,-70.0,batch_moderate,12,12,3,0,1,0,1,1,155.17000000000002,0.5845,0,6,1,0,0,0,2,0,1,1,0,3,3.24,0,0,0
[Li]c1ccc2c(c1)C(C)(C)OC(=O)N2,CC1(C)OC(=O)Nc2ccc(Br)cc21,12,12,81.20000000000002,-78.0,batch_stable,14,14,3,0,1,0,1,1,183.136,1.2775999999999998,1,6,1,0,0,0,4,0,1,1,2,0,38.33,0,1,0
[Li]c1cccc(C)c1C,Cc1cccc(Br)c1C,2,2,45.0,-78.0,batch_moderate,9,9,3,0,1,0,1,1,112.101,1.09724,0,6,1,0,0,0,1,0,1,0,0,0,0.0,0,0,0
[Li]c1ccc(F)cc1C1(C)OCCO1,CC1(c2cc(F)ccc2Br)OCCO1,2,2,75.0,-78.0,batch_moderate,14,14,3,0,1,0,1,1,188.12699999999995,0.839,1,6,1,0,1,1,4,0,1,0,2,1,18.46,0,0,0
[Li]Cc1ccc(F)cc1,Fc1ccc(CBr)cc1,6,0,79.11666666666666,0.0,batch_moderate,9,9,2,0,0,1,0,1,116.064,1.4942,0,6,1,0,1,1,2,0,1,0,0,1,0.0,0,0,0
[Li]c1ccc(Br)s1,Brc1ccc(Br)s1,8,8,73.425,-78.0,batch_moderate,7,7,3,0,1,0,1,1,168.972,1.3044,0,5,1,1,0,1,3,0,1,0,0,0,0.0,0,0,0
[Li]c1ccc(OC)c2c1OC[C@H](N(CCC)C(C)C)C2,CCCN(C(C)C)[C@H]1COc2c(Br)ccc(OC)c2C1,2,2,52.9,-78.0,batch_moderate,20,20,3,0,1,0,1,1,269.31399999999996,1.9128999999999998,1,6,1,0,0,0,4,0,1,1,2,5,21.700000000000003,0,0,0
[Li]c1ccc(Cl)s1,Clc1ccc(Br)s1,3,3,98.09999999999998,-80.0,batch_stable,7,7,3,0,1,0,1,1,124.52100000000002,1.1953,0,5,1,0,0,1,3,0,1,0,0,0,0.0,0,0,0
[Li]c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,CC(C)(C)c1cc(Br)cc2c1OCC2(C)C,2,1,28.1,-78.0,batch_unstable,16,16,3,0,1,0,1,1,210.24599999999995,2.4479000000000006,1,6,1,0,0,0,2,0,1,0,1,0,9.23,0,0,0
[Li]Cc1ccccc1,BrCc1ccccc1,31,12,53.23333333333333,-77.0,batch_moderate,8,8,2,0,0,1,0,1,98.07399999999998,1.3551,0,6,1,0,0,0,1,0,1,0,0,1,0.0,0,0,0
[Li]c1ccc(F)cc1,Fc1ccc(I)cc1,25,10,67.48,-71.3,batch_moderate,8,8,3,0,1,0,1,1,102.03699999999999,0.6194999999999999,0,6,1,0,1,1,2,0,1,0,0,0,0.0,0,0,0
