arli_smiles,arx_smiles,n_reactions,n_cryo,mean_yield,ref_temp_C,stability_label,n_heavy_atoms,HeavyAtomCount,Li_C_degree,Li_C_ewg_neighbors,Li_C_hybridization_sp2,Li_C_hybridization_sp3,Li_C_is_aromatic,Li_neighbor_count,MW,MolLogP,NumAliphaticRings,NumAromaticAtoms,NumAromaticRings,NumBr,NumF,NumHalogens,NumHeteroatoms,NumI,NumLi,NumN,NumO,NumRotatableBonds,TPSA,has_epoxide,has_ester,has_nitrile
[Li]Cc1ccc(C#N)cc1,N#Cc1ccc(CBr)cc1,1,1,84.7,-78.0,batch_stable,10,10,2,0,0,1,0,1,123.08399999999999,1.22678,0,6,1,0,0,0,2,0,1,1,0,1,23.79,0,0,1
[Li]C(Br)=C[C@H]1[C@@H](C(=O)OC)C1(C)C,COC(=O)[C@@H]1[C@H](C=C(Br)Br)C1(C)C,1,1,51.0,-60.0,batch_moderate,13,13,3,1,1,0,0,1,239.03799999999995,1.8364,1,0,0,1,0,1,4,0,1,0,2,2,26.3,0,1,0
[Li]C(Br)=C[C@@H]1[C@@H](C(=O)OC(C)(C)C)C1(C)C,CC(C)(C)OC(=O)[C@@H]1[C@@H](C=C(Br)Br)C1(C)C,1,1,43.8,-80.0,batch_moderate,16,16,3,1,1,0,0,1,281.11899999999997,3.0051000000000014,1,0,0,1,0,1,4,0,1,0,2,2,26.3,0,1,0
[Li]Cc1ccc(OC)c(-c2cc3c(cc2C)C(C)(C)CC(C)C3C)c1,COc1ccc(CBr)cc1-c1cc2c(cc1C)C(C)(C)CC(C)C2C,4,4,24.0,-78.0,batch_unstable,25,25,2,0,0,1,0,1,328.42500000000007,5.760020000000006,1,12,2,0,0,0,2,0,1,0,1,3,9.23,0,0,0
[Li]c1ccc(C(=O)C2(c3ccc(F)cc3F)CO2)cc1,O=C(c1ccc(I)cc1)C1(c2ccc(F)cc2F)CO1,3,0,92.0,-20.0,batch_stable,20,20,3,0,1,0,1,1,266.17199999999997,1.8670000000000002,1,12,2,0,2,2,5,0,1,0,2,3,29.6,0,0,0
[Li]C1CCCCC1=O,O=C1CCCCC1Br,1,0,72.0,5.0,batch_moderate,8,8,3,0,0,1,0,1,104.07799999999999,1.0865,1,0,0,0,0,0,2,0,1,0,1,0,17.07,0,0,0
[Li]c1c(CCOC)cc(OCOC)cc1OCOC,COCCc1cc(OCOC)cc(OCOC)c1Br,2,2,51.7,-78.0,batch_moderate,19,19,3,0,1,0,1,1,262.23099999999994,0.6346999999999994,0,6,1,0,0,0,6,0,1,0,5,9,46.150000000000006,0,0,0
[Li]c1ccc(N)c(S(N)(=O)=O)c1,Nc1ccc(I)cc1S(N)(=O)=O,4,4,79.65,-78.0,batch_moderate,12,12,3,0,1,0,1,1,178.142,-1.2899999999999994,0,6,1,0,0,0,6,0,1,2,2,1,86.18,0,0,0
[Li]c1ccc(CCc2ccc(Br)cc2)cc1,Brc1ccc(CCc2ccc(Br)cc2)cc1,1,0,63.0,0.0,batch_moderate,16,16,3,0,1,0,1,1,267.09499999999997,3.028100000000001,0,12,2,1,0,1,2,0,1,0,0,3,0.0,0,0,0
[Li]c1cccc(Br)c1,Brc1cccc(Br)c1,18,14,62.42857142857143,-77.57142857142857,batch_moderate,8,8,3,0,1,0,1,1,162.943,1.2429,0,6,1,1,0,1,2,0,1,0,0,0,0.0,0,0,0
[Li]c1sc(-c2nc(-c3c(F)cccc3Cl)nn2C)c(C)c1Br,Cc1c(-c2nc(-c3c(F)cccc3Cl)nn2C)sc(Br)c1Br,4,0,56.14999999999999,25.0,batch_moderate,22,22,3,0,1,0,1,1,392.61000000000007,3.867820000000002,0,16,3,1,1,3,8,0,1,3,0,2,30.71,0,0,0
[Li]c1sc(-c2ccc(OC(F)(F)F)cc2)cc1-c1nc(-c2c(F)cccc2Cl)nn1C,Cn1nc(-c2c(F)cccc2Cl)nc1-c1cc(-c2ccc(OC(F)(F)F)cc2)sc1Br,3,0,34.9,0.0,batch_moderate,31,31,3,0,1,0,1,1,459.7810000000001,5.3625000000000025,0,22,4,0,4,5,11,0,1,3,1,4,39.940000000000005,0,0,0
[Li]c1ccc(F)c(F)c1,Fc1ccc(Br)cc1F,4,4,57.125,-78.0,batch_moderate,9,9,3,0,1,0,1,1,120.027,0.7586,0,6,1,0,2,2,3,0,1,0,0,0,0.0,0,0,0
[Li]c1cccc2cccnc12,Brc1cccc2cccnc12,6,5,65.16,-79.6,batch_moderate,11,11,3,0,1,0,1,1,135.095,1.0286,0,10,2,0,0,0,2,0,1,1,0,0,12.89,0,0,0
[Li]c1cc(O)c2c(c1)C(C)(C)CCC2(C)C,CC1(C)CCC(C)(C)c2c(O)cc(Br)cc21,3,3,67.0,-78.0,batch_moderate,16,16,3,0,1,0,1,1,210.24599999999995,2.535000000000001,1,6,1,0,0,0,2,0,1,0,1,0,20.23,0,0,0
[Li]c1cc(C(=O)O)c(F)c(F)c1F,O=C(O)c1cc(Br)c(F)c(F)c1F,1,1,81.9,-78.0,batch_stable,13,13,3,0,1,0,1,1,182.02599999999995,0.5958999999999999,0,6,1,0,3,3,6,0,1,0,2,1,37.3,0,1,0
[Li]c1cn(COCC[Si](C)(C)C)cn1,C[Si](C)(C)CCOCn1cnc(I)c1,2,2,73.2,-78.0,batch_moderate,14,14,3,1,1,0,1,1,204.275,0.9891999999999996,0,5,1,0,0,0,5,0,1,2,1,5,27.05,0,0,0
[Li]c1ccc(OC)cc1C(OC)OC,COc1ccc(Br)c(C(OC)OC)c1,1,1,100.0,-78.0,batch_stable,14,14,3,0,1,0,1,1,188.15199999999996,0.7804,0,6,1,0,0,0,4,0,1,0,3,4,27.69,0,0,0
[Li]c1ccc(C(F)(F)F)cc1C(OC)OC,COC(OC)c1cc(C(F)(F)F)ccc1Br,1,1,99.9,-78.0,batch_stable,16,16,3,0,1,0,1,1,226.12300000000002,1.7906,0,6,1,0,3,3,6,0,1,0,2,3,18.46,0,0,0
[Li]c1cccc(F)c1NC(=O)C(C)(C)C,CC(C)(C)C(=O)Nc1c(F)cccc1Br,2,2,80.0,-78.0,batch_stable,15,15,3,0,1,0,1,1,201.17,1.6041,0,6,1,0,1,1,4,0,1,1,1,1,29.1,0,0,0
[Li]c1ccc(CC(=O)O)c(OC)c1,COc1cc(Br)ccc1CC(=O)O,1,1,76.2,-78.0,batch_moderate,13,13,3,0,1,0,1,1,172.10899999999998,0.11610000000000004,0,6,1,0,0,0,4,0,1,0,3,3,46.53,0,1,0
[Li]c1ccccc1CO,OCc1ccccc1I,9,3,59.56666666666666,-78.0,batch_moderate,9,9,3,0,1,0,1,1,114.073,-0.027299999999999935,0,6,1,0,0,0,2,0,1,0,1,1,20.23,0,0,0
[Li]c1ccc2cccnc2c1OS(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)Oc2c(Br)ccc3cccnc23)cc1,2,2,42.0,-78.0,batch_moderate,22,22,3,0,1,0,1,1,305.28400000000005,2.10472,0,16,3,0,0,0,6,0,1,1,3,3,56.26,0,0,0
[Li]c1sccc1CCO[Si](C)(C)C(C)(C)C,CC(C)(C)[Si](C)(C)OCCc1ccsc1Br,2,2,56.3,-78.0,batch_moderate,16,16,3,0,1,0,1,1,248.39299999999997,3.106200000000001,0,5,1,0,0,0,4,0,1,0,1,4,9.23,0,0,0
[Li]c1c(C)cc(OCCOCC)cc1C,CCOCCOc1cc(C)c(Br)c(C)c1,1,1,67.7,-78.0,batch_moderate,15,15,3,0,1,0,1,1,200.207,1.51254,0,6,1,0,0,0,3,0,1,0,2,5,18.46,0,0,0
[Li]c1c(C)cc(O[Si](C)(C)C(C)(C)C)cc1C,Cc1cc(O[Si](C)(C)C(C)(C)C)cc(C)c1Br,1,1,53.5,-78.0,batch_moderate,17,17,3,0,1,0,1,1,242.36399999999998,3.4812400000000023,0,6,1,0,0,0,3,0,1,0,1,2,9.23,0,0,0
[Li]c1c(C)cc(OCc2ccccc2)cc1C,Cc1cc(OCc2ccccc2)cc(C)c1Br,1,1,60.1,-78.0,batch_moderate,17,17,3,0,1,0,1,1,218.22500000000002,2.676240000000001,0,12,2,0,0,0,2,0,1,0,1,3,9.23,0,0,0
[Li]c1ccc2c(c1)CCC2=O,O=C1CCc2cc(Br)ccc21,6,0,95.2,-15.0,batch_stable,11,11,3,0,1,0,1,1,138.095,0.6093,1,6,1,0,0,0,2,0,1,0,1,0,17.07,0,0,0
[Li]c1ccc2c(c1)CCCN(C(=O)OC(C)(C)C)C2,CC(C)(C)OC(=O)N1CCCc2cc(Br)ccc2C1,2,2,41.0,-78.0,batch_moderate,19,19,3,0,1,0,1,1,253.27099999999996,2.1637000000000004,1,6,1,0,0,0,4,0,1,1,2,0,29.540000000000003,0,1,0
[Li]c1cc(C23CC4CC(CC(C4)C2)C3)c(OCc2ccccc2)cc1C,Cc1cc(OCc2ccccc2)c(C23CC4CC(CC(C4)C2)C3)cc1Br,1,1,60.4,-78.0,batch_moderate,26,26,3,0,1,0,1,1,338.42,4.835620000000005,4,12,2,0,0,0,2,0,1,0,1,4,9.23,0,0,0
[Li]c1cc2c(c(C34CC5CC(CC(C5)C3)C4)c1)OCO2,Brc1cc2c(c(C34CC5CC(CC(C5)C3)C4)c1)OCO2,1,1,65.5,-78.0,batch_moderate,20,20,3,0,1,0,1,1,262.27799999999996,2.6769000000000007,5,6,1,0,0,0,3,0,1,0,2,1,18.46,0,0,0
[Li]c1cc(OC)c(OCc2ccccc2)c(C23CC4CC(CC(C4)C2)C3)c1,COc1cc(Br)cc(C23CC4CC(CC(C4)C2)C3)c1OCc1ccccc1,1,1,87.9,-78.0,batch_stable,27,27,3,0,1,0,1,1,354.4190000000002,4.5358000000000045,4,12,2,0,0,0,3,0,1,0,2,5,18.46,0,0,0
[Li]c1c(C)cc(F)cc1C,Cc1cc(F)cc(C)c1I,1,1,61.9,-75.0,batch_moderate,10,10,3,0,1,0,1,1,130.09099999999998,1.23634,0,6,1,0,1,1,2,0,1,0,0,0,0.0,0,0,0
[Li]c1ccc(NCc2ccccc2F)nc1,Fc1ccccc1CNc1ccc(Br)cn1,1,1,93.7,-78.0,batch_stable,16,16,3,0,1,0,1,1,208.165,1.6266,0,12,2,0,1,1,4,0,1,2,0,3,24.92,0,0,0
[Li]c1ccc(NCc2ccccc2Cl)nc1F,Fc1nc(NCc2ccccc2Cl)ccc1Br,9,9,51.33333333333334,-78.0,batch_moderate,17,17,3,0,1,0,1,1,242.60999999999999,2.2800000000000002,0,12,2,0,1,2,5,0,1,2,0,3,24.92,0,0,0
[Li]c1c(-c2ccc(Oc3ccccc3)cc2)c2c(NC(=O)OC(C)(C)C)ncnc2n1[C@@H]1CCN(C(=O)OC(C)(C)C)C1,CC(C)(C)OC(=O)Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)c(Br)n2[C@@H]1CCN(C(=O)OC(C)(C)C)C1,2,2,8.2,-78.0,batch_unstable,43,43,3,1,1,0,1,1,577.6110000000002,6.213300000000006,1,21,4,0,0,0,11,0,1,5,5,5,107.81000000000002,0,1,0
[Li]c1cccc(OC(F)(F)F)c1,FC(F)(F)Oc1cccc(Br)c1,3,3,74.33333333333333,-78.0,batch_moderate,12,12,3,0,1,0,1,1,168.043,1.379,0,6,1,0,3,3,5,0,1,0,1,1,9.23,0,0,0
[Li]c1ccc(C(F)(F)F)nc1,FC(F)(F)c1ccc(Br)cn1,1,1,22.7,-78.0,batch_unstable,11,11,3,0,1,0,1,1,153.032,0.8942,0,6,1,0,3,3,5,0,1,1,0,0,12.89,0,0,0
[Li]c1c(C)c([C@H](OC(C)(C)C)C(=O)OCC)c(OS(=O)(=O)C(F)(F)F)c2ccccc12,CCOC(=O)[C@@H](OC(C)(C)C)c1c(C)c(Br)c2ccccc2c1OS(=O)(=O)C(F)(F)F,1,0,40.2,23.0,batch_moderate,31,31,3,0,1,0,1,1,454.39200000000005,3.5897200000000025,0,10,2,0,3,3,11,0,1,0,6,6,78.9,0,1,0
[Li]c1ccc(F)c(C(F)(F)F)c1,Fc1ccc(Br)cc1C(F)(F)F,1,1,84.0,-78.0,batch_stable,12,12,3,0,1,0,1,1,170.034,1.6383,0,6,1,0,4,4,5,0,1,0,0,0,0.0,0,0,0
[Li]c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1CCC,CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1Br,1,1,48.4,-78.0,batch_moderate,20,20,3,0,1,0,1,1,292.148,2.7451000000000008,0,6,1,0,6,6,8,0,1,0,1,3,20.23,0,0,0
[Li]c1ccc([Si](C)(C)C)c(F)c1,C[Si](C)(C)c1ccc(Br)cc1F,1,1,99.0,-78.0,batch_stable,12,12,3,0,1,0,1,1,174.21999999999997,1.1647,0,6,1,0,1,1,3,0,1,0,0,1,0.0,0,0,0
[Li]c1c2c(n3c1C(=O)NCC3)CCCC2,O=C1NCCn2c3c(c(Br)c21)CCCC3,5,5,16.3,-78.0,batch_unstable,15,15,3,0,1,0,1,1,196.17899999999992,-0.09590000000000032,2,5,1,0,0,0,4,0,1,2,1,0,34.03,0,0,0
[Li]c1cncc2c(=O)oc(-c3cccc(C(F)(F)F)c3)nc12,O=c1oc(-c2cccc(C(F)(F)F)c2)nc2c(Br)cncc12,1,1,77.2,-78.0,batch_moderate,22,22,3,0,1,0,1,1,298.149,2.0625999999999998,0,16,3,0,3,3,8,0,1,2,2,1,55.99,0,0,0
[Li]c1ccccc1SCC,CCSc1ccccc1Br,3,3,46.0,-70.0,batch_moderate,10,10,3,0,1,0,1,1,144.16799999999998,1.5924,0,6,1,0,0,0,2,0,1,0,0,2,0.0,0,0,0
[Li]c1ccc(OC)cc1OCOC,COCOc1cc(OC)ccc1Br,3,0,83.6,23.0,batch_stable,13,13,3,0,1,0,1,1,174.12499999999997,0.4716999999999999,0,6,1,0,0,0,4,0,1,0,3,4,27.69,0,0,0
[Li]c1ccc(N=NN2CCCC2)cc1,Brc1ccc(N=NN2CCCC2)cc1,1,1,97.0,-78.0,batch_stable,14,14,3,0,1,0,1,1,181.168,1.5749,1,6,1,0,0,0,4,0,1,3,0,2,27.96,0,0,0
[Li]CCNC(=O)OCc1ccccc1,O=C(NCCBr)OCc1ccccc1,2,1,21.1,-78.0,batch_unstable,14,14,2,0,0,1,0,1,185.15200000000002,1.4996,0,6,1,0,0,0,4,0,1,1,2,4,38.33,0,1,0
[Li]c1nc(C)cs1,Cc1csc(Br)n1,1,1,24.4,-78.0,batch_unstable,7,7,3,1,1,0,1,1,105.09099999999998,0.24531999999999998,0,5,1,0,0,0,3,0,1,1,0,0,12.89,0,0,0
[Li]c1ncc(C)s1,Cc1cnc(Br)s1,2,2,17.1,-78.0,batch_unstable,7,7,3,1,1,0,1,1,105.09100000000001,0.24531999999999987,0,5,1,0,0,0,3,0,1,1,0,0,12.89,0,0,0
[Li]c1c(Cl)cc(C(N)=O)c2[nH]c3cc(C(=O)OCC)ccc3c12,CCOC(=O)c1ccc2c(c1)[nH]c1c(C(N)=O)cc(Cl)c(Br)c12,1,1,78.0,-78.0,batch_moderate,23,23,3,0,1,0,1,1,322.6770000000001,2.0439,0,13,3,0,0,1,7,0,1,2,3,3,85.18,0,1,0
[Li]c1c(F)cc(C(N)=O)c2[nH]c3c(c12)CCC(C(=O)OCC)C3,CCOC(=O)C1CCc2c([nH]c3c(C(N)=O)cc(F)c(Br)c23)C1,1,1,96.0,-78.0,batch_stable,23,23,3,0,1,0,1,1,310.2540000000001,0.8676999999999999,1,9,2,0,1,1,7,0,1,2,3,3,85.18,0,1,0
[Li]c1c(F)cc(C(N)=O)c2[nH]c3cc(C(=O)OCC)ccc3c12,CCOC(=O)c1ccc2c(c1)[nH]c1c(C(N)=O)cc(F)c(Br)c12,1,1,50.0,-78.0,batch_moderate,23,23,3,0,1,0,1,1,306.22200000000004,1.5296000000000003,0,13,3,0,1,1,7,0,1,2,3,3,85.18,0,1,0
[Li]c1c(C)cc(C(N)=O)c2[nH]c3cc(C(=O)OCC)ccc3c12,CCOC(=O)c1ccc2c(c1)[nH]c1c(C(N)=O)cc(C)c(Br)c12,1,1,85.0,-78.0,batch_stable,23,23,3,0,1,0,1,1,302.259,1.6989199999999998,0,13,3,0,0,0,6,0,1,2,3,3,85.18,0,1,0
[Li]c1ccccc1OC,COc1ccccc1Br,8,7,78.54285714285713,-73.42857142857143,batch_moderate,9,9,3,0,1,0,1,1,114.073,0.489,0,6,1,0,0,0,2,0,1,0,1,1,9.23,0,0,0
[Li]c1ccc(SC2CCCC2)nc1,Brc1ccc(SC2CCCC2)nc1,1,0,23.2,0.0,batch_unstable,13,13,3,0,1,0,1,1,185.22099999999998,1.9101000000000001,1,6,1,0,0,0,3,0,1,1,0,2,12.89,0,0,0
[Li]c1cncc(F)c1,Fc1cncc(Br)c1,6,2,58.1,-64.0,batch_moderate,8,8,3,0,1,0,1,1,103.02499999999999,0.014500000000000068,0,6,1,0,1,1,3,0,1,1,0,0,12.89,0,0,0
[Li]c1ccc2cc(O[C@H]3CC[C@H](C(C)(C)C)CC3)ccc2c1,CC(C)(C)[C@H]1CC[C@H](Oc2ccc3cc(Br)ccc3c2)CC1,3,3,59.79999999999999,-78.0,batch_moderate,22,22,3,0,1,0,1,1,288.35999999999996,4.617300000000005,1,10,2,0,0,0,2,0,1,0,1,2,9.23,0,0,0
[Li]c1ccc(OCCCCCCCC)cc1,CCCCCCCCOc1ccc(Br)cc1,3,3,61.79999999999999,-78.0,batch_moderate,16,16,3,0,1,0,1,1,212.26199999999997,3.2197000000000022,0,6,1,0,0,0,2,0,1,0,1,8,9.23,0,0,0
[Li]c1ccc(O[Si](C(C)C)(C(C)C)C(C)C)c2c1OCC2(C)C,CC(C)[Si](Oc1ccc(Br)c2c1C(C)(C)CO2)(C(C)C)C(C)C,2,0,60.7,0.0,batch_moderate,23,23,3,0,1,0,1,1,326.4820000000001,4.704700000000004,1,6,1,0,0,0,4,0,1,0,2,5,18.46,0,0,0
[Li]c1cccc2c1CC(=O)N2,O=C1Cc2c(Br)cccc2N1,2,2,26.6,-78.0,batch_unstable,11,11,3,0,1,0,1,1,139.083,-0.025000000000000078,1,6,1,0,0,0,3,0,1,1,1,0,29.1,0,0,0
[Li]c1ccc2ccncc2c1,Brc1ccc2ccncc2c1,1,1,100.0,-78.0,batch_stable,11,11,3,0,1,0,1,1,135.095,1.0286,0,10,2,0,0,0,2,0,1,1,0,0,12.89,0,0,0
[Li]CCc1ccccc1,BrCCc1ccccc1,2,0,41.95,15.0,batch_moderate,9,9,2,0,0,1,0,1,112.10099999999997,1.8159,0,6,1,0,0,0,1,0,1,0,0,2,0.0,0,0,0
[Li]c1cnc(N)c(Oc2ccc(C)nc2C)c1,Cc1ccc(Oc2cc(Br)cnc2N)c(C)n1,3,3,61.1,-78.0,batch_moderate,17,17,3,0,1,0,1,1,221.189,1.26174,0,12,2,0,0,0,5,0,1,3,1,2,61.03,0,0,0
[Li]c1cc(C)ccc1F,Cc1ccc(F)c(Br)c1,3,0,84.9,-10.0,batch_stable,9,9,3,0,1,0,1,1,116.06399999999998,0.9279200000000001,0,6,1,0,1,1,2,0,1,0,0,0,0.0,0,0,0
[Li]c1nc(C(C)(C)C)n(COCC[Si](C)(C)C)c1Br,CC(C)(C)c1nc(Br)c(Br)n1COCC[Si](C)(C)C,4,4,43.25,-78.0,batch_moderate,19,19,3,1,1,0,1,1,339.27899999999994,3.0492000000000017,0,5,1,1,0,1,6,0,1,2,1,5,27.05,0,0,0
[Li]c1nc(-c2ccc(C(F)(F)F)cc2)n(COCC[Si](C)(C)C)c1Br,C[Si](C)(C)CCOCn1c(-c2ccc(C(F)(F)F)cc2)nc(Br)c1Br,3,0,82.0,-40.0,batch_stable,25,25,3,1,1,0,1,1,427.2660000000001,4.4375000000000036,0,11,2,1,3,4,9,0,1,2,1,6,27.05,0,0,0
[Li]c1nc(C(=O)O)c2n1CCN(C(=O)OC(C)(C)C)C2,CC(C)(C)OC(=O)N1CCn2c(Br)nc(C(=O)O)c2C1,2,2,45.1,-78.0,batch_moderate,20,20,3,2,1,0,1,1,273.218,0.12580000000000013,1,5,1,0,0,0,8,0,1,3,4,1,84.66000000000001,0,1,0
[Li]c1ccc(-n2ccnc2C)s1,Cc1nccn1-c1ccc(Br)s1,2,2,31.8,-78.0,batch_moderate,12,12,3,0,1,0,1,1,170.166,1.03602,0,10,2,0,0,0,4,0,1,2,0,1,17.82,0,0,0
[Li]c1ccc(C=O)cc1,O=Cc1ccc(Br)cc1,9,2,78.5,-79.0,batch_moderate,9,9,3,0,1,0,1,1,112.05699999999997,0.29290000000000005,0,6,1,0,0,0,2,0,1,0,1,1,17.07,0,0,0
[Li]c1ccc(NC(=O)c2nc(C#N)c[nH]2)c(C2=CCC(C)(C)CC2)c1,CC1(C)CC=C(c2cc(Br)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1,7,2,45.1,-78.0,batch_moderate,25,25,3,0,1,0,1,1,326.3290000000001,2.920980000000001,1,11,2,0,0,0,6,0,1,4,1,3,81.57,0,0,1
[Li]c1c(CC2(N=C=O)CCN(C(=O)OC(C)(C)C)CC2)cnn1C(C)(C)C,CC(C)(C)OC(=O)N1CCC(Cc2cnn(C(C)(C)C)c2Br)(N=C=O)CC1,3,3,74.1,-78.0,batch_moderate,27,27,3,1,1,0,1,1,368.4070000000001,2.0798999999999985,1,5,1,0,0,0,8,0,1,4,3,3,76.78999999999999,0,1,0
[Li]c1nn(C(C)C)cc1CC1(N=C=O)CCN(C(=O)OC(C)(C)C)CC1,CC(C)n1cc(CC2(N=C=O)CCN(C(=O)OC(C)(C)C)CC2)c(I)n1,3,3,63.20000000000001,-78.0,batch_moderate,26,26,3,1,1,0,1,1,354.3800000000001,1.905799999999999,1,5,1,0,0,0,8,0,1,4,3,4,76.79,0,1,0
[Li]c1ccc2ccnc(Cl)c2c1,Clc1nccc2ccc(Br)cc12,4,3,73.0,-78.0,batch_moderate,12,12,3,0,1,0,1,1,169.54,1.682,0,10,2,0,0,1,3,0,1,1,0,0,12.89,0,0,0
[Li]c1nccn1C,Cn1ccnc1Br,2,2,29.1,-75.0,batch_unstable,7,7,3,2,1,0,1,1,88.039,-0.7861000000000002,0,5,1,0,0,0,3,0,1,2,0,0,17.82,0,0,0
[Li]c1cnn(-c2ccc(OC)cc2)c1,COc1ccc(-n2cc(Br)cn2)cc1,3,3,19.8,-78.0,batch_unstable,14,14,3,0,1,0,1,1,180.136,0.6747000000000001,0,11,2,0,0,0,4,0,1,2,1,2,27.05,0,0,0
[Li]c1c2ccccc2c(-c2ccccc2)c2ccccc12,Brc1c2ccccc2c(-c2ccccc2)c2ccccc12,10,10,81.95,-78.2,batch_stable,21,21,3,0,1,0,1,1,260.26500000000004,4.453800000000003,0,20,4,0,0,0,1,0,1,0,0,1,0.0,0,0,0
[Li]c1cccc(O[Si](C)(C)C(C)(C)C)c1,CC(C)(C)[Si](C)(C)Oc1cccc(Br)c1,7,7,80.35714285714286,-78.0,batch_stable,15,15,3,0,1,0,1,1,214.30999999999997,2.8644000000000016,0,6,1,0,0,0,3,0,1,0,1,2,9.23,0,0,0
[Li]c1cncc(C#CC)c1,CC#Cc1cncc(Br)c1,6,5,87.5,-50.0,batch_stable,10,10,3,0,1,0,1,1,123.08399999999997,0.24680000000000013,0,6,1,0,0,0,2,0,1,1,0,0,12.89,0,0,0
[Li]c1cccc(C#CC)c1,CC#Cc1cccc(Br)c1,3,3,73.5,-78.0,batch_moderate,10,10,3,0,1,0,1,1,122.09599999999999,0.8518,0,6,1,0,0,0,1,0,1,0,0,0,0.0,0,0,0
[Li]c1cc(Br)ccc1CC1(C#N)CCC1,N#CC1(Cc2ccc(Br)cc2I)CCC1,3,3,63.0,-78.0,batch_moderate,15,15,3,0,1,0,1,1,256.07199999999995,2.479280000000001,1,6,1,1,0,1,3,0,1,1,0,2,23.79,0,0,1
[Li]c1cc(Br)ccc1CC1(C#N)CC1,N#CC1(Cc2ccc(Br)cc2I)CC1,3,3,51.0,-78.0,batch_moderate,14,14,3,0,1,0,1,1,242.04499999999996,2.0891800000000003,1,6,1,1,0,1,3,0,1,1,0,2,23.79,0,0,1
[Li]c1cnccc1C(F)(F)F,FC(F)(F)c1ccncc1Br,1,1,15.0,-78.0,batch_unstable,11,11,3,0,1,0,1,1,153.03199999999998,0.8942000000000001,0,6,1,0,3,3,5,0,1,1,0,0,12.89,0,0,0
[Li]c1cccc(-c2cc(Oc3ccc(C(F)(F)F)cc3)n(CC)n2)c1,CCn1nc(-c2cccc(Br)c2)cc1Oc1ccc(C(F)(F)F)cc1,1,1,82.3,-78.0,batch_stable,25,25,3,0,1,0,1,1,338.25800000000004,4.174900000000003,0,17,3,0,3,3,7,0,1,2,1,4,27.05,0,0,0
[Li]c1cncc(-c2cc(Oc3ccc(C(F)(F)F)cc3)n(CC)n2)c1,CCn1nc(-c2cncc(Br)c2)cc1Oc1ccc(C(F)(F)F)cc1,1,1,66.4,-78.0,batch_moderate,25,25,3,0,1,0,1,1,339.24600000000004,3.5699000000000023,0,17,3,0,3,3,8,0,1,3,1,4,39.94,0,0,0
[Li]c1cc(C(=O)O)c(C)cc1C,Cc1cc(C)c(C(=O)O)cc1I,2,2,74.4,-78.0,batch_moderate,12,12,3,0,1,0,1,1,156.10999999999999,0.7954399999999999,0,6,1,0,0,0,3,0,1,0,2,1,37.3,0,1,0
[Li]c1cc(C(=O)O)c(CC)cc1CC,CCc1cc(CC)c(C(=O)O)cc1I,1,1,24.8,-78.0,batch_unstable,14,14,3,0,1,0,1,1,184.16399999999996,1.3034,0,6,1,0,0,0,3,0,1,0,2,3,37.3,0,1,0
[Li]c1cc(C(=O)O)c(CC)cc1C,CCc1cc(C)c(I)cc1C(=O)O,1,0,13.6,25.0,batch_unstable,13,13,3,0,1,0,1,1,170.13699999999997,1.04942,0,6,1,0,0,0,3,0,1,0,2,2,37.3,0,1,0
[Li]c1cc(C(=O)O)c(CC)cc1C1CCC1,CCc1cc(C2CCC2)c(I)cc1C(=O)O,1,0,68.6,25.0,batch_moderate,16,16,3,0,1,0,1,1,210.20199999999994,2.0084999999999997,1,6,1,0,0,0,3,0,1,0,2,3,37.3,0,1,0
[Li]c1cc(C(=O)O)c(C)cc1C1CCC1,Cc1cc(C2CCC2)c(I)cc1C(=O)O,3,3,45.73333333333333,-78.0,batch_moderate,15,15,3,0,1,0,1,1,196.17499999999995,1.7545199999999999,1,6,1,0,0,0,3,0,1,0,2,2,37.3,0,1,0
[Li]c1ccc(C(C)=O)cc1,CC(=O)c1ccc(Br)cc1,2,0,71.75,60.0,batch_moderate,10,10,3,0,1,0,1,1,126.08399999999997,0.683,0,6,1,0,0,0,2,0,1,0,1,1,17.07,0,0,0
[Li]C[C@H]1CCCO1,IC[C@H]1CCCO1,1,1,34.0,-78.0,batch_moderate,7,7,2,0,0,1,0,1,92.06700000000001,0.7522,1,0,0,0,0,0,2,0,1,0,1,1,9.23,0,0,0
[Li]CC1CCOC1,ICC1CCOC1,3,3,79.2,-78.0,batch_moderate,7,7,2,0,0,1,0,1,92.06700000000001,0.6097,1,0,0,0,0,0,2,0,1,0,1,1,9.23,0,0,0
[Li]CC1COC1,ICC1COC1,1,1,69.5,-78.0,batch_moderate,6,6,2,0,0,1,0,1,78.04,0.2195999999999999,1,0,0,0,0,0,2,0,1,0,1,1,9.23,0,0,0
[Li]CC1CCC1,BrCC1CCC1,1,1,29.0,-78.0,batch_unstable,6,6,2,0,0,1,0,1,76.06800000000001,1.3733,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0,0,0
